report_date,open_street,sponsor,borough,category,sponsor_type,total_weekly_hours,length_mi
2021-04-01,6th Avenue,Sunset Park,Brooklyn,Full Block,,84,0.3441263190992464
2021-04-01,77th Street,Ozone Park,Queens,Full Block,,84,0.3077811810905576
2021-04-01,99th Street,Rego Park,Queens,Full Block,,84,0.5666559376122757
2021-04-01,Amsterdam Avenue,West 111th Street Block Association,Manhattan,,Neighborhood Organization,28,0.2521760245271496
2021-04-01,Ann Street,Alliance for Downtown New York,Manhattan,,Business Improvement District,52,0.0844144214261895
2021-04-01,Arlington Place,"Bedford Stuyvesant Gateway District Management Association, Inc.",Brooklyn,Full Block - Partner,Business Improvement District,84,0.4822171130819794
2021-04-01,Avenue B - 6th Street - 14th Street,Loisaida Open Streets Community Coalition,Manhattan,Full Block - Partner,Nonprofit,84,0.390671088854085
2021-04-01,Avenue Of The Americas,Hudson Square Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,28,0.1520353780022674
2021-04-01,Bank Street,North Shore Esplande Park,Staten Island,Full Block,,84,0.4398492017638026
2021-04-01,Barron Street,Baisley Pond Park/South Jamaica,Queens,Full Block,,84,0.1408095405495683
2021-04-01,Barton Avenue,Asian American Federation,Queens,Full Block - Partner,Nonprofit,84,0.0487240234225658
2021-04-01,Beach 12th Street,Jewish Community Council of the Rockaway Peninsula,Queens,Full Block - Partner,Nonprofit,12,0.2561898039298972
2021-04-01,Blake Avenue - Brownsville,Brownsville,Brooklyn,Full Block,,84,0.1968062391284758
2021-04-01,Blake Avenue - East New York,East New York,Brooklyn,Full Block,,84,0.4982305475772025
2021-04-01,Bleecker Street,Von Design Ltd.,Manhattan,,Business,46,0.0825670332795324
2021-04-01,Bragg Street,Sheepshead Bay,Brooklyn,Full Block,,84,0.4607225393496746
2021-04-01,Broadway - East 29th Street - Flatiron,Flatiron Partnership,Manhattan,Full Block - Partner,Business Improvement District,79,0.3685597609838477
2021-04-01,Broadway - Financial District,Financial District,Manhattan,,,0,0.5018944869301469
2021-04-01,Broadway - Flatiron,Flatiron Partnership,Manhattan,Full Block - Partner,Business Improvement District,78,0.1036403185616328
2021-04-01,Broadway - Garment District,Garment District Alliance,Manhattan,Full Block - Partner,Business Improvement District,56,2.3430321114974686
2021-04-01,Broadway - Times Square,Times Square Alliance,Manhattan,Full Block - Partner,Business Improvement District,84,0.3531689522178616
2021-04-01,Bronx Park South,River Park,Bronx,Full Block,,84,0.1528960348467624
2021-04-01,Cadman Plaza East,Korean War Veterans Plaza,Brooklyn,Full Block,,84,0.0764227052209912
2021-04-01,Carroll Street - West,Carroll Park,Brooklyn,Full Block,,84,0.104487804627081
2021-04-01,Cedar Avenue,Salsa Con Fuego,Bronx,,Business,28,0.059310558985175
2021-04-01,Chester Avenue,Kensington,Brooklyn,Full Block,,84,0.3276957371020266
2021-04-01,Christopher Street,Kettle of Fish,Manhattan,,Business,59,0.2090101611250788
2021-04-01,Columbia Place,Brooklyn Heights,Brooklyn,Full Block,,84,0.3886081334243436
2021-04-01,Congress Street,Cobble Hill Park,Brooklyn,Full Block,,84,0.1045873349194628
2021-04-01,Cornelia Street,Palma Restaurant,Manhattan,,Business,28,0.1059549314653428
2021-04-01,Court Square West,Court Square,Queens,Full Block,,84,0.1196623184159852
2021-04-01,Creston Avenue,Fordham Heights,Bronx,Full Block,,84,0.3333368882615683
2021-04-01,Crotona Parkway,Crotona,Bronx,Full Block,,84,0.1575838770867332
2021-04-01,Dieterle Crescent,Painter's Playground,Queens,Full Block,,84,0.3160834945175075
2021-04-01,Ditmars Boulevard - 33rd Street - 37th Street,Nino's AQ,Queens,,Business,22,0.1530521048886124
2021-04-01,Ditmars Boulevard - Shore Boulevard - 19th Street,Ralph DeMarco Park,Queens,Full Block,,84,0.1275986712379206
2021-04-01,Ditmars Boulevard - Shore-19th,Ralph DeMarco Park,Queens,Full Block,,84,0.5868171554478037
2021-04-01,Driggs Avenue,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block - Partner,Nonprofit,84,0.1729092418627407
2021-04-01,Duane Street,"KioRestaurant, LLC (d.b.a. Khe-Yo)",Manhattan,,Business,77,0.045943682009923
2021-04-01,Dumont Avenue,Betsy Head Park,Brooklyn,Full Block,,84,0.1488586786083061
2021-04-01,Dyckman Street,Tighe Triangle,Manhattan,Full Block,,84,0.061460113892586
2021-04-01,E18th Street - Irving Place,Gramercy Neighborhood Associates,Manhattan,,Neighborhood Organization,61,0.1031465852872367
2021-04-01,East 100th Street - East 101st Street,Uptown Grand Central,Manhattan,Full Block - Partner,Nonprofit,56,0.3734794088157662
2021-04-01,East 115th Street - Park Ave-3rd Ave,Concrete Safaris,Manhattan,Full Block - Partner,Nonprofit,17,0.1846639833618313
2021-04-01,East 140th Street,Mott Haven,Bronx,Full Block,,84,0.2114373733800828
2021-04-01,East 169th Street,Claremont,Bronx,Full Block,,84,0.2124363415892203
2021-04-01,East 16th Street,Stuyvesant Sq Park,Manhattan,Full Block,,84,0.1838301631050021
2021-04-01,East 16th Street BK,Homecrest,Brooklyn,Full Block,Nonprofit,84,0.1216806319401173
2021-04-01,East 20th Street,Rezdora,Manhattan,,Business,54,0.1169092827036053
2021-04-01,East 28th Street,23rd Street Partnership/Atoboy LLC/Flatiron,Manhattan,,Business Improvement District,28,0.0920590653783183
2021-04-01,East 32nd Street,Hangawi Restaurant,Manhattan,,Business,28,0.0955739618457993
2021-04-01,East 61st Street,Central Park,Manhattan,,,0,0.7975876786295788
2021-04-01,East 62nd Street,Central Park,Manhattan,,,0,0.7969508204665041
2021-04-01,East 7th Street,Derossi Global,Manhattan,,Business,57,0.1328805323223075
2021-04-01,East 90th Street,Upper East Side,Manhattan,Full Block,,84,0.0968786182999493
2021-04-01,East End Avenue,Carl Schurz Park,Manhattan,Full Block,,84,0.3064440798920126
2021-04-01,Edgecombe Avenue,Jackie Robinson Park,Manhattan,Full Block,,84,0.6089211027735644
2021-04-01,Ellery Street,Bushwick,Brooklyn,Full Block,,84,0.1055283364201544
2021-04-01,Flatbush Avenue,Prospect Park,Brooklyn,,,0,0.9309960326256536
2021-04-01,Forest Avenue,Captain Rivera Playground,Bronx,Full Block,,84,0.0702064864362393
2021-04-01,Freedom Drive,Forest Park,Queens,Full Block,,84,0.2803614963253742
2021-04-01,Front Street,Seaport,Manhattan,Full Block - Partner,Business,84,0.13165793077237
2021-04-01,Gansevoort Street - Little West 12th St - West 13th St,Meatpacking Business Improvement District,Manhattan,,Business Improvement District,62,0.2967483668896626
2021-04-01,Grand Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block - Partner,Nonprofit,84,0.2460902653566055
2021-04-01,Grant Avenue,Grant Park,Bronx,Full Block,,84,0.1894912543543383
2021-04-01,Greenwich Street,Hudson Square Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,42,0.0875550913689559
2021-04-01,Hall Street,Hall Street Block Association,Brooklyn,Full Block - Partner,Neighborhood Organization,84,0.1759794817088487
2021-04-01,Henderson Avenue,Port Richmond,Staten Island,Full Block,,84,0.1638954992661241
2021-04-01,Henry Street,Red Hook Recreation Center,Brooklyn,Full Block,,84,0.0983622574080411
2021-04-01,Hester Street - Little Italy,Little Italy Merchants Association,Manhattan,,Merchants Association,28,0.29704236351734487
2021-04-01,Hudson Boulevard East - West,Hudson Yards Hell's Kitchen Alliance,Manhattan,Full Block - Partner,Business Improvement District,84,0.09606934834587161
2021-04-01,Humboldt Street,Bushwick,Brooklyn,Full Block,,84,0.3134363200845772
2021-04-01,Irving Place,Gramercy,Manhattan,Full Block,,84,0.0460623229666175
2021-04-01,Jackson Ave,St. Mary's Park,Bronx,Full Block,,84,0.2125523986764031
2021-04-01,Jane Street,West Village,Manhattan,Full Block,,84,0.0747434449239891
2021-04-01,Jefferson Avenue,700 Jefferson Avenue Block Association,Brooklyn,Full Block - Partner,Neighborhood Organization,24,0.1554015847211831
2021-04-01,Jefferson Street,Les Enfants de Boheme,Manhattan,Full Block - Partner,Business,44,0.0933070972395417
2021-04-01,Jones Street,Greenwich Village,Manhattan,Full Block,Business,84,0.188196474637628
2021-04-01,King Street,Hudson Square Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,28,0.0810170590966334
2021-04-01,Knickerbocker Avenue - Maria Hernandez Park,Maria Hernandez Park,Brooklyn,Full Block,,84,0.137185928568764
2021-04-01,Lafayette Street,Osteria Morini,Manhattan,,Business,77,0.0596327593425525
2021-04-01,Lakeview Lane,Baisley Pond Park/South Jamaica,Queens,Full Block,,84,0.5504473341003815
2021-04-01,Laurel Hill Terrace,Highbridge Park,Manhattan,Full Block,,84,0.0
2021-04-01,Lawrence Street,Downtown Brooklyn Partnership,Brooklyn,Full Block - Partner,Business Improvement District,77,0.0468780010660118
2021-04-01,Leonard Street,Sternberg Park,Brooklyn,Full Block,,84,0.0984461033620739
2021-04-01,Lincoln Place,Prospect Heights Neighborhood Development Council,Brooklyn,Full Block,Neighborhood Organization,84,0.4296847807549984
2021-04-01,Livonia Avenue,Brownsville,Brooklyn,Full Block,,84,0.0495365624592675
2021-04-01,Ludlow Street,Lower East Side Partnership,Manhattan,Full Block - Partner,Business Improvement District,56,0.1685425233636254
2021-04-01,MacDougal Street - West 8th St,Village Alliance,Manhattan,Full Block - Partner,Business Improvement District,79,0.3130705951765104
2021-04-01,McClellan Street,Concourse,Bronx,Full Block,,84,0.1577679396744384
2021-04-01,Montague Street,Brooklyn Heights,Brooklyn,Full Block,,84,0.0854426688243164
2021-04-01,Morningside Avenue,Morningside Park,Manhattan,Full Block,,84,0.1747841280878953
2021-04-01,Nassau Avenue,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block - Partner,Nonprofit,84,0.1454252166762597
2021-04-01,Nelson Avenue,Morris Heights,Bronx,Full Block,,84,0.2701471139468132
2021-04-01,New Dorp Lane - 9th Street,New Dorp Business Improvement District,Staten Island,,Business Improvement District,14,0.0844308063581702
2021-04-01,New Street,Port Richmond,Staten Island,Full Block,,84,0.0956868770004818
2021-04-01,Newtown Avenue,Central Astoria Local Development Corportation,Queens,Full Block - Partner,Nonprofit,30,0.1451692639681318
2021-04-01,Noll Street,Green Central Knoll Park,Brooklyn,Full Block,,84,0.0991719454784158
2021-04-01,North 3rd Street,Williamsburg,Brooklyn,Full Block,,84,0.3223040506807194
2021-04-01,North Elliott Place,Commodore Barry Park,Brooklyn,Full Block,,84,0.1193351246599941
2021-04-01,Northern Boulevard,Central Queens,Queens,,,0,1.5564968837792732
2021-04-01,Oak Tree Place,Quarry Ballfields,Bronx,Full Block,,84,0.1389281104886682
2021-04-01,Onderdonk Avenue,Ridgewood,Queens,Full Block,,84,0.1972388301158064
2021-04-01,Orchard Street,Lower East Side Partnership,Manhattan,Full Block - Partner,Business Improvement District,77,0.5711474449409223
2021-04-01,Pacific Street,Boerum Hill,Brooklyn,Full Block,,84,0.3847597959305253
2021-04-01,Park Place,Crown Heights,Brooklyn,Full Block,,84,0.2919503258031138
2021-04-01,Pearl Street,Alliance for Downtown New York,Manhattan,Full Block - Partner,Business Improvement District,46,0.5838313045800883
2021-04-01,Peck Avenue,Flushing,Queens,Full Block,,84,0.1022935801978661
2021-04-01,Pell Street - Bayard Street - Doyers Street,Chinatown Business Improvement District,Manhattan,Full Block - Partner,Business Improvement District,77,0.2044373994635206
2021-04-01,Pleasant Avenue,Uptown Grand Central,Manhattan,Full Block - Partner,Nonprofit,24,0.1001870047144732
2021-04-01,Prospect Place-NY Avenue,Crown Heights,Brooklyn,Full Block,,84,0.1457500082542885
2021-04-01,Raleigh Place,East Flatbush,Brooklyn,Full Block,,84,0.1281891762436451
2021-04-01,Randall Avenue,Castle Hill,Bronx,Full Block,,84,0.3260499682680353
2021-04-01,Reade Street,Restaurant Marc Forgione,Manhattan,,Business,28,0.1194936709492418
2021-04-01,Reads Lane,Jewish Community Council of the Rockaway Peninsula,Queens,Full Block - Partner,Nonprofit,12,0.4722826727656554
2021-04-01,Reed Street,Red Hook Business Alliance,Brooklyn,Full Block - Partner,Business Improvement District,48,0.1713892436746622
2021-04-01,Rivington Street - Chrystie Street,Ray's Bar,Manhattan,,Business,16,0.0767716253140114
2021-04-01,Rivington Street - Essex Street,Rivington East Merchants Association,Manhattan,,Merchants Association,28,0.045001654153222
2021-04-01,Rockaway Freeway,Far Rockaway,Queens,Full Block,,84,0.2765037121911939
2021-04-01,Roosevelt Avenue,Flushing,Queens,Full Block,,84,0.051478365559263
2021-04-01,Russell Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block - Partner,Nonprofit,84,0.175453799354619
2021-04-01,S1st Street,North Brooklyn Open Streets Community Coalition,Brooklyn,Full Block - Partner,Nonprofit,84,0.9021981767874788
2021-04-01,Sackman Street,Callahan-Kelly Playground,Brooklyn,Full Block,,84,0.0403488067264768
2021-04-01,Schenectady Avenue,Crown Heights,Brooklyn,Full Block,,84,0.3555684497266547
2021-04-01,Second Avenue,Murray Hill,Manhattan,,Business Improvement District,26,0.5906377923286497
2021-04-01,Sharon Street,Sharon Street Block Association,Brooklyn,Full Block - Partner,Neighborhood Organization,84,0.1630577067413827
2021-04-01,Silver Lake Park Road,Silver Lake Park,Staten Island,Full Block,,84,0.6485493017215227
2021-04-01,Skillman Avenue,Sunnyside,Queens,Full Block,,84,0.1967181821888676
2021-04-01,Smith Street - Downtown Brooklyn,Downtown Brooklyn,Brooklyn,,,0,0.2181077068379949
2021-04-01,Somers Street,Bed-Stuy,Brooklyn,Full Block,,84,0.1122420795101772
2021-04-01,South 9th Street,Williamsburg,Brooklyn,Full Block,,84,0.1711235437853545
2021-04-01,South Portland Avenue,Fort Greene,Brooklyn,Full Block,,84,0.4147655520015847
2021-04-01,Spring Street - Nolita,Mari Makan LLC,Manhattan,,Business,79,0.0455037779749003
2021-04-01,Spring Street - Sullivan Street - Thompson Street,"St Tropez Soho, LLC",Manhattan,,Business,34,0.1113363973450745
2021-04-01,Spring Street - Thompson Street - West Broadway,Bistro Les Amis,Manhattan,,Business,78,0.043141473408743
2021-04-01,St. Marks Place,Boerum Hill,Brooklyn,Full Block,,84,0.2508169822348189
2021-04-01,St. Marks Place - 1st Ave-Ave A,St. Marks Business Coalition,Manhattan,,Business Improvement District,28,0.1329670884499515
2021-04-01,St. Marks Place - 3rd Avenue - 2nd Avenue,St. Marks Business Coalition,Manhattan,,Business Improvement District,17,0.1341426159319584
2021-04-01,Stanley Avenue,East New York,Brooklyn,Full Block,,84,0.38921184901576267
2021-04-01,Stapleton,Stapleton,Staten Island,Full Block,,84,0.0792717868018289
2021-04-01,State Street,Boerum Hill,Brooklyn,Full Block,,84,0.3828339988222223
2021-04-01,Thompson Street,Judson Memorial Church,Manhattan,Full Block - Partner,Nonprofit,84,0.049332914939787
2021-04-01,Tibbett Avenue,Kingsbridge,Bronx,Full Block,,84,0.4224931054614856
2021-04-01,Trinity Avenue,Morrisiana,Bronx,Full Block,,84,0.3785441387150668
2021-04-01,Troutman Street,Bushwick,Brooklyn,Full Block,,84,0.2421556418527811
2021-04-01,University Place,Village Alliance,Manhattan,Full Block - Partner,Business Improvement District,49,0.4560213640406141
2021-04-01,Water Street SI,Stapleton,Staten Island,Full Block,,84,0.0911976729702875
2021-04-01,West 103rd Street,West 103rd St Open Streets Community Coalition,Manhattan,Full Block - Partner,Nonprofit,84,0.16913210597533
2021-04-01,West 114th Street,Harlem,Manhattan,Full Block,,84,0.0869583646799582
2021-04-01,West 117th Street,Harlem,Manhattan,Full Block,,84,0.7060421629033028
2021-04-01,West 120th Street,Marcus Meets Malcolm,Manhattan,Full Block - Partner,Nonprofit,84,0.2093581301233822
2021-04-01,West 129th Street,Harlem,Manhattan,Full Block,,84,0.1681530934522591
2021-04-01,West 138th Street,Harlem,Manhattan,Full Block,,84,0.1671981663561051
2021-04-01,West 143rd Street,Charles Young Playground,Manhattan,Full Block,,84,0.1784964240851418
2021-04-01,West 21st Street,Chelsea,Manhattan,Full Block,,84,0.1707370111056112
2021-04-01,West 22nd - Chelsea,Chelsea,Manhattan,Full Block,,84,0.1700990588301359
2021-04-01,West 22nd Street - Flatiron,Flatiron Partnership,Manhattan,,Business Improvement District,57,0.1934063952393683
2021-04-01,West 236th Street,Riverdale Playground,Bronx,Full Block,,84,0.1317689255907094
2021-04-01,West 25th Street,Chelsea,Manhattan,Full Block,,84,0.1707303980435405
2021-04-01,West 32nd Street - Koreatown,New York Korea Town Association,Manhattan,,Neighborhood Organization,28,0.1588863223631577
2021-04-01,West 46th Street - 6th Ave-7th Ave,Times Square Alliance,Manhattan,,Business Improvement District,67,0.1703566944886991
2021-04-01,West 46th Street - 8th Avenue - 9th Avenue,Times Square Alliance,Manhattan,Full Block - Partner,Business Improvement District,67,0.3426389789799556
2021-04-01,West 9th Street,Red Hook Initiative,Brooklyn,Full Block - Partner,Nonprofit,60,0.0884883251493183
2021-04-01,Williams Avenue,Brownsville,Brooklyn,Full Block,,84,0.1295090979076748
2021-04-01,Willoughby Avenue - Fort Greene,Fort Greene,Brooklyn,Full Block,,84,0.4171076505473506
2021-04-01,Willow Street,Brooklyn Heights,Brooklyn,Full Block,,84,0.3371921931565917
2021-04-01,Wolcott Street,Good Shepard Services,Brooklyn,Full Block - Partner,Nonprofit,10,0.0856124969980344
2021-04-01,Wyckoff Street,Nicholas Naquan Heyward Park,Brooklyn,Full Block,,84,0.1273239708915998
2021-04-01,Yates Avenue,Allerton,Bronx,Full Block,,84,0.1179180870297284
2021-07-02,107th Avenue,Jamaica,Queens,Temporary Limited Local Access,,84,0.0456899340079913
2021-07-02,108th Avenue,Jamaica,Queens,Temporary Limited Local Access,,84,0.2168748651168944
2021-07-02,120th Street,South Richmond Hill,Queens,Temporary Limited Local Access,,84,0.2758139405888036
2021-07-02,155th Street - South Jamaica,Baisley Pond Park/South Jamaica,Queens,Temporary Limited Local Access,,84,0.3305146596139165
2021-07-02,165th Street,Jamaica Hills,Queens,Temporary Limited Local Access,,84,0.099660564098594
2021-07-02,169th Street Queens,Plaut Triangle,Queens,Temporary Limited Local Access,,84,0.0359635244477994
2021-07-02,1st Place - 2nd Place,Carroll Gardens,Brooklyn,Temporary Limited Local Access,,84,0.312804510810492
2021-07-02,21st Street,Sunset Park,Brooklyn,Temporary Limited Local Access,,84,0.5947473978022678
2021-07-02,2nd Street - Gowanus,The Gowanus Dredgers Canoe Club,Brooklyn,Temporary Limited Local Access,Nonprofit,33,0.0643994090632872
2021-07-02,31st Avenue,31st Ave Open Street Collective,Queens,Temporary Full Closure,Nonprofit,22,0.0991317100300512
2021-07-02,34th Avenue,34th Ave Open Streets Coalition,Queens,Temporary Limited Local Access,Nonprofit,84,2.1461053995948873
2021-07-02,35th Avenue,Crocheron Park,Queens,Temporary Limited Local Access,,84,0.290173180514904
2021-07-02,37th Street - Maspeth,Blissville Civic Association,Queens,Temporary Limited Local Access,Neighborhood Organization,20,0.086927702026831
2021-07-02,38th Street,Dome Playground,Brooklyn,Temporary Limited Local Access,,84,0.1229537470469561
2021-07-02,39th Avenue - Woodside,Sunnyside Woodside Open Streets,Queens,Temporary Limited Local Access,Nonprofit,0,0.4382251077829863
2021-07-02,41st Avenue,Bayside Village Business Improvement District,Queens,Temporary Full Closure,Business Improvement District,14,0.30176180074909087
2021-07-02,4th Place,Carroll Gardens,Brooklyn,Temporary Limited Local Access,,84,0.3033407224778711
2021-07-02,5th Avenue - Park Slope,Park Slope Fifth Avenue Business Improvement District,Brooklyn,Temporary Limited Local Access,Business Improvement District,48,0.8076515429843195
2021-07-02,5th Avenue - Sunset Park,Sunset Park Business Improvement District,Brooklyn,Temporary Full Closure,Business Improvement District,7,0.2474950876319316
2021-07-02,60th Street - Laurel Hill Boulevard - 47th Avenue,Maspeth,Queens,Temporary Limited Local Access,,84,0.1578838847540415
2021-07-02,60th Street - Queens Boulevard - 43rd Avenue,Woodside,Queens,Temporary Limited Local Access,,84,0.1028657067644011
2021-07-02,61st Street - Borough Park,99 Favor Taste,Brooklyn,Temporary Full Closure,Business,18,0.1475665632493842
2021-07-02,66th Road,Forest Hills,Queens,Temporary Limited Local Access,,84,0.1647775679298472
2021-07-02,68th Road,Yellowstone Park,Queens,Temporary Limited Local Access,,84,0.1063876557377599
2021-07-02,6th Avenue,Sunset Park,Brooklyn,Temporary Limited Local Access,,84,0.3441263190992464
2021-07-02,77th Street,Ozone Park,Queens,Temporary Limited Local Access,,84,0.3077811810905576
2021-07-02,99th Street,Rego Park,Queens,Temporary Limited Local Access,,84,0.5666559376122757
2021-07-02,Alexander Avenue,Third Avenue Business Improvement District,Bronx,Temporary Full Closure,Business Improvement District,21,0.052808219651746
2021-07-02,Amsterdam Avenue,West 111th Street Block Association,Manhattan,Temporary Full Closure,Neighborhood Organization,28,0.7564842777932527
2021-07-02,Ann Street,Alliance for Downtown New York,Manhattan,Temporary Full Closure,Business Improvement District,42,0.0844144214261895
2021-07-02,Arlington Place,"Bedford Stuyvesant Gateway District Management Association, Inc.",Brooklyn,Temporary Limited Local Access,Business Improvement District,84,0.4822171130819794
2021-07-02,Arthur Avenue,Belmont Business Improvement District,Bronx,Temporary Full Closure,Business Improvement District,16,0.2455200832778339
2021-07-02,Avenue B - 6th Street - 14th Street,Loisaida Open Streets Community Coalition,Manhattan,Temporary Limited Local Access,Nonprofit,84,0.390671088854085
2021-07-02,Avenue Of The Americas,Hudson Square Business Improvement District,Manhattan,Temporary Limited Local Access,Business Improvement District,28,0.1520353780022674
2021-07-02,Bank Street,North Shore Esplande Park,Staten Island,Temporary Limited Local Access,,84,0.4398492017638026
2021-07-02,Barron Street,Baisley Pond Park/South Jamaica,Queens,Temporary Limited Local Access,,84,0.1408095405495683
2021-07-02,Barton Avenue,Asian American Federation,Queens,Temporary Limited Local Access,Nonprofit,84,0.0487240234225658
2021-07-02,Beach 12th Street,Jewish Community Council of the Rockaway Peninsula,Queens,Temporary Limited Local Access,Nonprofit,12,0.2561898039298972
2021-07-02,Blake Avenue - Brownsville,Brownsville,Brooklyn,Temporary Limited Local Access,,84,0.1968062391284758
2021-07-02,Blake Avenue - East New York,East New York,Brooklyn,Temporary Limited Local Access,,84,0.4982305475772025
2021-07-02,Bleecker Street,Von Design Ltd.,Manhattan,Temporary Full Closure,Business,42,0.0825670332795324
2021-07-02,Bond Street,il Buco,Manhattan,Temporary Full Closure,Business,57,0.1245105506329146
2021-07-02,Bragg Street,Sheepshead Bay,Brooklyn,Temporary Limited Local Access,,84,0.4607225393496746
2021-07-02,Broadway - East 29th Street - Flatiron,Flatiron Partnership,Manhattan,Temporary Limited Local Access,Business Improvement District,77,0.3685597609838477
2021-07-02,Broadway - Flatiron,Flatiron Partnership,Manhattan,Temporary Full Closure,Business Improvement District,77,0.1036403185616328
2021-07-02,Broadway - Times Square,Times Square Alliance,Manhattan,Temporary Limited Local Access,Business Improvement District,84,0.3531689522178616
2021-07-02,Bronx Park South,River Park,Bronx,Temporary Limited Local Access,,84,0.1528960348467624
2021-07-02,Broome - 303 Canary,303 Canary LLC,Manhattan,Temporary Full Closure,Business,53,0.0492734504814579
2021-07-02,Cadman Plaza East,Korean War Veterans Plaza,Brooklyn,Temporary Limited Local Access,,84,0.0764227052209912
2021-07-02,Calder Place,17th Street Block Association,Brooklyn,Temporary Limited Local Access,Neighborhood Organization,20,0.410730450215039
2021-07-02,Canal Street,Cervo's,Manhattan,Temporary Full Closure,Business,56,0.0930696384502529
2021-07-02,Carroll Street - West,Carroll Park,Brooklyn,Temporary Limited Local Access,,84,0.104487804627081
2021-07-02,Cedar Avenue,Salsa Con Fuego,Bronx,Temporary Full Closure,Business,28,0.059310558985175
2021-07-02,Chester Avenue,Kensington,Brooklyn,Temporary Limited Local Access,,84,0.3276957371020266
2021-07-02,Christopher Street,Kettle of Fish,Manhattan,Temporary Full Closure,Business,48,0.2090101611250788
2021-07-02,Columbia Place,Willowtown Association,Brooklyn,Temporary Limited Local Access,Neighborhood Organization,84,0.3886081334243436
2021-07-02,Columbus Avenue - Morningside Heights,Columbus Amsterdam Business Improvement District,Manhattan,Temporary Full Closure,Business Improvement District,19,0.1996229518066211
2021-07-02,Congress Street,Cobble Hill Association,Brooklyn,Temporary Limited Local Access,Neighborhood Organization,84,0.1045873349194628
2021-07-02,Cornelia Street,Palma Restaurant,Manhattan,Temporary Full Closure,Business,31,0.1059549314653428
2021-07-02,Court Square West,Court Square,Queens,Temporary Limited Local Access,,84,0.1196623184159852
2021-07-02,Creston Avenue,Fordham Heights,Bronx,Temporary Limited Local Access,,84,0.3333368882615683
2021-07-02,Crotona Parkway,Crotona,Bronx,Temporary Limited Local Access,,84,0.1575838770867332
2021-07-02,Decatur Street,Decatur Howard Saratoga Block Association President,Brooklyn,Temporary Limited Local Access,Neighborhood Organization,12,0.1453933456194362
2021-07-02,Dieterle Crescent,Painter's Playground,Queens,Temporary Limited Local Access,,84,0.3160834945175075
2021-07-02,Ditmars Boulevard - 33rd Street - 37th Street,Nino's AQ,Queens,Temporary Full Closure,Business,22,0.1530521048886124
2021-07-02,Ditmars Boulevard - Shore Boulevard - 19th Street,Ralph DeMarco Park,Queens,Temporary Limited Local Access,,84,0.1275986712379206
2021-07-02,Ditmars Boulevard - Shore-19th,Ralph DeMarco Park,Queens,Temporary Limited Local Access,,84,1.1736343108956073
2021-07-02,Driggs Avenue,North Brooklyn Open Streets Community Coalition,Brooklyn,Temporary Limited Local Access,Nonprofit,84,0.1729092418627407
2021-07-02,Duane Street,"KioRestaurant, LLC (d.b.a. Khe-Yo)",Manhattan,Temporary Full Closure,Business,77,0.045943682009923
2021-07-02,Dumont Avenue,Betsy Head Park,Brooklyn,Temporary Limited Local Access,,84,0.1488586786083061
2021-07-02,Dyckman Street,Sushi Vida,Manhattan,Temporary Full Closure,Business,77,0.061460113892586
2021-07-02,E18th Street - Irving Place,Gramercy Neighborhood Associates,Manhattan,Temporary Full Closure,Neighborhood Organization,63,0.1031465852872367
2021-07-02,E19th Street - Irving Place,Union Square Cafe,Manhattan,Temporary Full Closure,Business,84,0.1034633400696052
2021-07-02,East 100th Street - East 101st Street,Uptown Grand Central,Manhattan,Temporary Limited Local Access,Nonprofit,56,0.3734794088157662
2021-07-02,East 115th Street - Park Ave-3rd Ave,Concrete Safaris,Manhattan,Temporary Limited Local Access,Nonprofit,17,0.1846639833618313
2021-07-02,East 140th Street,Mott Haven,Bronx,Temporary Limited Local Access,,84,0.2114373733800828
2021-07-02,East 169th Street,Claremont,Bronx,Temporary Limited Local Access,,84,0.2124363415892203
2021-07-02,East 16th Street,Stuyvesant Sq Park,Manhattan,Temporary Limited Local Access,,84,0.1838301631050021
2021-07-02,East 16th Street BK,Homecrest,Brooklyn,Temporary Limited Local Access,Nonprofit,84,0.1216806319401173
2021-07-02,East 18th Street,1717 East 18th Street Owners Corporation,Brooklyn,Temporary Limited Local Access,Neighborhood Organization,16,0.1715327149837905
2021-07-02,East 20th Street,Rezdora,Manhattan,Temporary Full Closure,Business,42,0.1169092827036053
2021-07-02,East 28th Street,The Churchill,Manhattan,Temporary Full Closure,Business,28,0.0920590653783183
2021-07-02,East 32nd Street,Hangawi Restaurant,Manhattan,Temporary Full Closure,Business,28,0.0955739618457993
2021-07-02,East 4th Street,Fourth Arts Block (FABnyc),Manhattan,Temporary Full Closure,Nonprofit,5,0.131123367974867
2021-07-02,East 7th Street,Overthrow Hospitality,Manhattan,Temporary Full Closure,Business,49,0.1328805323223075
2021-07-02,East 90th Street,Church of the Heavenly Rest,Manhattan,Temporary Limited Local Access,Nonprofit,84,0.0968786182999493
2021-07-02,East End Avenue,Carl Schurz Park,Manhattan,Temporary Limited Local Access,,84,0.3064440798920126
2021-07-02,Edgecombe Avenue,Jackie Robinson Park,Manhattan,Temporary Limited Local Access,,84,0.6089211027735644
